"","histname","longname","year","histcode","franchise","so","g"
"1345"," Detroit Tigers","1978 Detroit Tigers",1978,"DET","DET",695,162
"1346"," Houston Astros","1978 Houston Astros",1978,"HOU","HOU",743,162
"1347"," Kansas City Royals","1978 Kansas City Royals",1978,"KCR","KCR",644,162
"1348"," Los Angeles Dodgers","1978 Los Angeles Dodgers",1978,"LAD","LAD",818,162
"1349"," Milwaukee Brewers","1978 Milwaukee Brewers",1978,"MIL","MIL",805,162
"1350"," Minnesota Twins","1978 Minnesota Twins",1978,"MIN","MIN",684,162
"1351"," New York Mets","1978 New York Mets",1978,"NYM","NYM",829,162
"1352"," New York Yankees","1978 New York Yankees",1978,"NYY","NYY",695,163
"1353"," Oakland Athletics","1978 Oakland Athletics",1978,"OAK","OAK",800,162
"1354"," Philadelphia Phillies","1978 Philadelphia Phillies",1978,"PHI","PHI",866,162
"1355"," Pittsburgh Pirates","1978 Pittsburgh Pirates",1978,"PIT","PIT",874,161
"1356"," San Diego Padres","1978 San Diego Padres",1978,"SDP","SDP",848,162
"1357"," Seattle Mariners","1978 Seattle Mariners",1978,"SEA","SEA",702,160
"1358"," San Francisco Giants","1978 San Francisco Giants",1978,"SFG","SFG",814,162
"1359"," St. Louis Cardinals","1978 St. Louis Cardinals",1978,"STL","STL",713,162
"1360"," Texas Rangers","1978 Texas Rangers",1978,"TEX","TEX",779,162
"1361"," Toronto Blue Jays","1978 Toronto Blue Jays",1978,"TOR","TOR",645,161
"1362"," Montreal Expos","1978 Montreal Expos",1978,"MON","WSN",881,162
"1363"," California Angels","1979 California Angels",1979,"CAL","ANA",843,162
"1364"," Atlanta Braves","1979 Atlanta Braves",1979,"ATL","ATL",818,160
"1365"," Baltimore Orioles","1979 Baltimore Orioles",1979,"BAL","BAL",847,159
"1366"," Boston Red Sox","1979 Boston Red Sox",1979,"BOS","BOS",708,160
"1367"," Chicago Cubs","1979 Chicago Cubs",1979,"CHC","CHC",762,162
"1368"," Chicago White Sox","1979 Chicago White Sox",1979,"CHW","CHW",668,160
"1369"," Cincinnati Reds","1979 Cincinnati Reds",1979,"CIN","CIN",902,161
"1370"," Cleveland Indians","1979 Cleveland Indians",1979,"CLE","CLE",786,161
"1371"," Detroit Tigers","1979 Detroit Tigers",1979,"DET","DET",814,161
"1372"," Houston Astros","1979 Houston Astros",1979,"HOU","HOU",745,162
"1373"," Kansas City Royals","1979 Kansas City Royals",1979,"KCR","KCR",675,162
"1374"," Los Angeles Dodgers","1979 Los Angeles Dodgers",1979,"LAD","LAD",834,162
"1375"," Milwaukee Brewers","1979 Milwaukee Brewers",1979,"MIL","MIL",745,161
"1376"," Minnesota Twins","1979 Minnesota Twins",1979,"MIN","MIN",693,162
"1377"," New York Mets","1979 New York Mets",1979,"NYM","NYM",817,163
"1378"," New York Yankees","1979 New York Yankees",1979,"NYY","NYY",590,160
"1379"," Oakland Athletics","1979 Oakland Athletics",1979,"OAK","OAK",751,162
"1380"," Philadelphia Phillies","1979 Philadelphia Phillies",1979,"PHI","PHI",764,163
"1381"," Pittsburgh Pirates","1979 Pittsburgh Pirates",1979,"PIT","PIT",855,163
"1382"," San Diego Padres","1979 San Diego Padres",1979,"SDP","SDP",770,161
"1383"," Seattle Mariners","1979 Seattle Mariners",1979,"SEA","SEA",725,162
"1384"," San Francisco Giants","1979 San Francisco Giants",1979,"SFG","SFG",925,162
"1385"," St. Louis Cardinals","1979 St. Louis Cardinals",1979,"STL","STL",838,163
"1386"," Texas Rangers","1979 Texas Rangers",1979,"TEX","TEX",607,162
"1387"," Toronto Blue Jays","1979 Toronto Blue Jays",1979,"TOR","TOR",663,162
"1388"," Montreal Expos","1979 Montreal Expos",1979,"MON","WSN",890,160
"1389"," California Angels","1980 California Angels",1980,"CAL","ANA",889,160
"1390"," Atlanta Braves","1980 Atlanta Braves",1980,"ATL","ATL",899,161
"1391"," Baltimore Orioles","1980 Baltimore Orioles",1980,"BAL","BAL",766,162
"1392"," Boston Red Sox","1980 Boston Red Sox",1980,"BOS","BOS",720,160
"1393"," Chicago Cubs","1980 Chicago Cubs",1980,"CHC","CHC",912,162
"1394"," Chicago White Sox","1980 Chicago White Sox",1980,"CHW","CHW",670,162
"1395"," Cincinnati Reds","1980 Cincinnati Reds",1980,"CIN","CIN",852,163
"1396"," Cleveland Indians","1980 Cleveland Indians",1980,"CLE","CLE",625,160
"1397"," Detroit Tigers","1980 Detroit Tigers",1980,"DET","DET",844,163
"1398"," Houston Astros","1980 Houston Astros",1980,"HOU","HOU",755,163
"1399"," Kansas City Royals","1980 Kansas City Royals",1980,"KCR","KCR",709,162
"1400"," Los Angeles Dodgers","1980 Los Angeles Dodgers",1980,"LAD","LAD",846,163
"1401"," Milwaukee Brewers","1980 Milwaukee Brewers",1980,"MIL","MIL",745,162
"1402"," Minnesota Twins","1980 Minnesota Twins",1980,"MIN","MIN",703,161
"1403"," New York Mets","1980 New York Mets",1980,"NYM","NYM",840,162
"1404"," New York Yankees","1980 New York Yankees",1980,"NYY","NYY",739,162
"1405"," Oakland Athletics","1980 Oakland Athletics",1980,"OAK","OAK",824,162
"1406"," Philadelphia Phillies","1980 Philadelphia Phillies",1980,"PHI","PHI",708,162
"1407"," Pittsburgh Pirates","1980 Pittsburgh Pirates",1980,"PIT","PIT",760,162
"1408"," San Diego Padres","1980 San Diego Padres",1980,"SDP","SDP",791,163
"1409"," Seattle Mariners","1980 Seattle Mariners",1980,"SEA","SEA",727,163
"1410"," San Francisco Giants","1980 San Francisco Giants",1980,"SFG","SFG",840,161
"1411"," St. Louis Cardinals","1980 St. Louis Cardinals",1980,"STL","STL",781,162
"1412"," Texas Rangers","1980 Texas Rangers",1980,"TEX","TEX",589,163
"1413"," Toronto Blue Jays","1980 Toronto Blue Jays",1980,"TOR","TOR",813,162
"1414"," Montreal Expos","1980 Montreal Expos",1980,"MON","WSN",865,162
"1415"," California Angels","1981 California Angels",1981,"CAL","ANA",571,110
"1416"," Atlanta Braves","1981 Atlanta Braves",1981,"ATL","ATL",540,107
"1417"," Baltimore Orioles","1981 Baltimore Orioles",1981,"BAL","BAL",454,105
"1418"," Boston Red Sox","1981 Boston Red Sox",1981,"BOS","BOS",520,108
"1419"," Chicago Cubs","1981 Chicago Cubs",1981,"CHC","CHC",611,106
"1420"," Chicago White Sox","1981 Chicago White Sox",1981,"CHW","CHW",518,106
"1421"," Cincinnati Reds","1981 Cincinnati Reds",1981,"CIN","CIN",553,108
"1422"," Cleveland Indians","1981 Cleveland Indians",1981,"CLE","CLE",379,103
"1423"," Detroit Tigers","1981 Detroit Tigers",1981,"DET","DET",500,109
"1424"," Houston Astros","1981 Houston Astros",1981,"HOU","HOU",488,110
"1425"," Kansas City Royals","1981 Kansas City Royals",1981,"KCR","KCR",419,103
"1426"," Los Angeles Dodgers","1981 Los Angeles Dodgers",1981,"LAD","LAD",550,110
"1427"," Milwaukee Brewers","1981 Milwaukee Brewers",1981,"MIL","MIL",461,109
"1428"," Minnesota Twins","1981 Minnesota Twins",1981,"MIN","MIN",497,110
"1429"," New York Mets","1981 New York Mets",1981,"NYM","NYM",603,105
"1430"," New York Yankees","1981 New York Yankees",1981,"NYY","NYY",434,107
"1431"," Oakland Athletics","1981 Oakland Athletics",1981,"OAK","OAK",647,109
"1432"," Philadelphia Phillies","1981 Philadelphia Phillies",1981,"PHI","PHI",432,107
"1433"," Pittsburgh Pirates","1981 Pittsburgh Pirates",1981,"PIT","PIT",494,103
"1434"," San Diego Padres","1981 San Diego Padres",1981,"SDP","SDP",525,110
"1435"," Seattle Mariners","1981 Seattle Mariners",1981,"SEA","SEA",553,110
"1436"," San Francisco Giants","1981 San Francisco Giants",1981,"SFG","SFG",543,111
"1437"," St. Louis Cardinals","1981 St. Louis Cardinals",1981,"STL","STL",495,103
"1438"," Texas Rangers","1981 Texas Rangers",1981,"TEX","TEX",396,105
"1439"," Toronto Blue Jays","1981 Toronto Blue Jays",1981,"TOR","TOR",556,106
"1440"," Montreal Expos","1981 Montreal Expos",1981,"MON","WSN",498,108
"1441"," California Angels","1982 California Angels",1982,"CAL","ANA",760,162
"1442"," Atlanta Braves","1982 Atlanta Braves",1982,"ATL","ATL",869,162
"1443"," Baltimore Orioles","1982 Baltimore Orioles",1982,"BAL","BAL",796,163
"1444"," Boston Red Sox","1982 Boston Red Sox",1982,"BOS","BOS",736,162
"1445"," Chicago Cubs","1982 Chicago Cubs",1982,"CHC","CHC",869,162
"1446"," Chicago White Sox","1982 Chicago White Sox",1982,"CHW","CHW",866,162
"1447"," Cincinnati Reds","1982 Cincinnati Reds",1982,"CIN","CIN",817,162
"1448"," Cleveland Indians","1982 Cleveland Indians",1982,"CLE","CLE",625,162
"1449"," Detroit Tigers","1982 Detroit Tigers",1982,"DET","DET",807,162
"1450"," Houston Astros","1982 Houston Astros",1982,"HOU","HOU",830,162
"1451"," Kansas City Royals","1982 Kansas City Royals",1982,"KCR","KCR",758,162
"1452"," Los Angeles Dodgers","1982 Los Angeles Dodgers",1982,"LAD","LAD",804,162
"1453"," Milwaukee Brewers","1982 Milwaukee Brewers",1982,"MIL","MIL",714,163
"1454"," Minnesota Twins","1982 Minnesota Twins",1982,"MIN","MIN",887,162
"1455"," New York Mets","1982 New York Mets",1982,"NYM","NYM",1005,162
"1456"," New York Yankees","1982 New York Yankees",1982,"NYY","NYY",719,162
"1457"," Oakland Athletics","1982 Oakland Athletics",1982,"OAK","OAK",948,162
"1458"," Philadelphia Phillies","1982 Philadelphia Phillies",1982,"PHI","PHI",831,162
"1459"," Pittsburgh Pirates","1982 Pittsburgh Pirates",1982,"PIT","PIT",862,162
"1460"," San Diego Padres","1982 San Diego Padres",1982,"SDP","SDP",877,162
"1461"," Seattle Mariners","1982 Seattle Mariners",1982,"SEA","SEA",806,162
"1462"," San Francisco Giants","1982 San Francisco Giants",1982,"SFG","SFG",915,162
"1463"," St. Louis Cardinals","1982 St. Louis Cardinals",1982,"STL","STL",805,162
"1464"," Texas Rangers","1982 Texas Rangers",1982,"TEX","TEX",750,162
"1465"," Toronto Blue Jays","1982 Toronto Blue Jays",1982,"TOR","TOR",749,162
"1466"," Montreal Expos","1982 Montreal Expos",1982,"MON","WSN",816,162
"1467"," California Angels","1983 California Angels",1983,"CAL","ANA",835,162
"1468"," Atlanta Braves","1983 Atlanta Braves",1983,"ATL","ATL",847,162
"1469"," Baltimore Orioles","1983 Baltimore Orioles",1983,"BAL","BAL",800,162
"1470"," Boston Red Sox","1983 Boston Red Sox",1983,"BOS","BOS",758,162
"1471"," Chicago Cubs","1983 Chicago Cubs",1983,"CHC","CHC",868,162
"1472"," Chicago White Sox","1983 Chicago White Sox",1983,"CHW","CHW",888,162
"1473"," Cincinnati Reds","1983 Cincinnati Reds",1983,"CIN","CIN",1006,162
"1474"," Cleveland Indians","1983 Cleveland Indians",1983,"CLE","CLE",691,162
"1475"," Detroit Tigers","1983 Detroit Tigers",1983,"DET","DET",831,162
"1476"," Houston Astros","1983 Houston Astros",1983,"HOU","HOU",869,162
"1477"," Kansas City Royals","1983 Kansas City Royals",1983,"KCR","KCR",722,163
"1478"," Los Angeles Dodgers","1983 Los Angeles Dodgers",1983,"LAD","LAD",925,163
"1479"," Milwaukee Brewers","1983 Milwaukee Brewers",1983,"MIL","MIL",665,162
"1480"," Minnesota Twins","1983 Minnesota Twins",1983,"MIN","MIN",802,162
"1481"," New York Mets","1983 New York Mets",1983,"NYM","NYM",1031,162
"1482"," New York Yankees","1983 New York Yankees",1983,"NYY","NYY",686,162
"1483"," Oakland Athletics","1983 Oakland Athletics",1983,"OAK","OAK",872,162
"1484"," Philadelphia Phillies","1983 Philadelphia Phillies",1983,"PHI","PHI",906,163
"1485"," Pittsburgh Pirates","1983 Pittsburgh Pirates",1983,"PIT","PIT",873,162
"1486"," San Diego Padres","1983 San Diego Padres",1983,"SDP","SDP",822,163
"1487"," Seattle Mariners","1983 Seattle Mariners",1983,"SEA","SEA",840,162
"1488"," San Francisco Giants","1983 San Francisco Giants",1983,"SFG","SFG",990,162
"1489"," St. Louis Cardinals","1983 St. Louis Cardinals",1983,"STL","STL",879,162
"1490"," Texas Rangers","1983 Texas Rangers",1983,"TEX","TEX",767,163
"1491"," Toronto Blue Jays","1983 Toronto Blue Jays",1983,"TOR","TOR",810,162
"1492"," Montreal Expos","1983 Montreal Expos",1983,"MON","WSN",733,163
"1493"," California Angels","1984 California Angels",1984,"CAL","ANA",928,162
"1494"," Atlanta Braves","1984 Atlanta Braves",1984,"ATL","ATL",896,162
"1495"," Baltimore Orioles","1984 Baltimore Orioles",1984,"BAL","BAL",884,162
"1496"," Boston Red Sox","1984 Boston Red Sox",1984,"BOS","BOS",842,162
"1497"," Chicago Cubs","1984 Chicago Cubs",1984,"CHC","CHC",967,161
"1498"," Chicago White Sox","1984 Chicago White Sox",1984,"CHW","CHW",883,162
"1499"," Cincinnati Reds","1984 Cincinnati Reds",1984,"CIN","CIN",978,162
"1500"," Cleveland Indians","1984 Cleveland Indians",1984,"CLE","CLE",815,163
"1501"," Detroit Tigers","1984 Detroit Tigers",1984,"DET","DET",941,162
"1502"," Houston Astros","1984 Houston Astros",1984,"HOU","HOU",837,162
"1503"," Kansas City Royals","1984 Kansas City Royals",1984,"KCR","KCR",832,162
"1504"," Los Angeles Dodgers","1984 Los Angeles Dodgers",1984,"LAD","LAD",829,162
"1505"," Milwaukee Brewers","1984 Milwaukee Brewers",1984,"MIL","MIL",673,161
"1506"," Minnesota Twins","1984 Minnesota Twins",1984,"MIN","MIN",735,162
"1507"," New York Mets","1984 New York Mets",1984,"NYM","NYM",1001,162
"1508"," New York Yankees","1984 New York Yankees",1984,"NYY","NYY",673,162
"1509"," Oakland Athletics","1984 Oakland Athletics",1984,"OAK","OAK",871,162
"1510"," Philadelphia Phillies","1984 Philadelphia Phillies",1984,"PHI","PHI",1084,162
"1511"," Pittsburgh Pirates","1984 Pittsburgh Pirates",1984,"PIT","PIT",841,162
"1512"," San Diego Padres","1984 San Diego Padres",1984,"SDP","SDP",810,162
"1513"," Seattle Mariners","1984 Seattle Mariners",1984,"SEA","SEA",871,162
"1514"," San Francisco Giants","1984 San Francisco Giants",1984,"SFG","SFG",980,162
"1515"," St. Louis Cardinals","1984 St. Louis Cardinals",1984,"STL","STL",924,162
"1516"," Texas Rangers","1984 Texas Rangers",1984,"TEX","TEX",807,161
"1517"," Toronto Blue Jays","1984 Toronto Blue Jays",1984,"TOR","TOR",816,163
"1518"," Montreal Expos","1984 Montreal Expos",1984,"MON","WSN",782,161
"1519"," California Angels","1985 California Angels",1985,"CAL","ANA",902,162
"1520"," Atlanta Braves","1985 Atlanta Braves",1985,"ATL","ATL",849,162
"1521"," Baltimore Orioles","1985 Baltimore Orioles",1985,"BAL","BAL",908,161
"1522"," Boston Red Sox","1985 Boston Red Sox",1985,"BOS","BOS",816,163
"1523"," Chicago Cubs","1985 Chicago Cubs",1985,"CHC","CHC",937,162
"1524"," Chicago White Sox","1985 Chicago White Sox",1985,"CHW","CHW",843,163
"1525"," Cincinnati Reds","1985 Cincinnati Reds",1985,"CIN","CIN",856,162
"1526"," Cleveland Indians","1985 Cleveland Indians",1985,"CLE","CLE",817,162
"1527"," Detroit Tigers","1985 Detroit Tigers",1985,"DET","DET",926,161
"1528"," Houston Astros","1985 Houston Astros",1985,"HOU","HOU",873,162
"1529"," Kansas City Royals","1985 Kansas City Royals",1985,"KCR","KCR",840,162
"1530"," Los Angeles Dodgers","1985 Los Angeles Dodgers",1985,"LAD","LAD",846,162
"1531"," Milwaukee Brewers","1985 Milwaukee Brewers",1985,"MIL","MIL",746,161
"1532"," Minnesota Twins","1985 Minnesota Twins",1985,"MIN","MIN",779,162
"1533"," New York Mets","1985 New York Mets",1985,"NYM","NYM",872,162
"1534"," New York Yankees","1985 New York Yankees",1985,"NYY","NYY",771,161
"1535"," Oakland Athletics","1985 Oakland Athletics",1985,"OAK","OAK",861,162
"1536"," Philadelphia Phillies","1985 Philadelphia Phillies",1985,"PHI","PHI",1095,162
"1537"," Pittsburgh Pirates","1985 Pittsburgh Pirates",1985,"PIT","PIT",842,161
"1538"," San Diego Padres","1985 San Diego Padres",1985,"SDP","SDP",809,162
"1539"," Seattle Mariners","1985 Seattle Mariners",1985,"SEA","SEA",942,162
"1540"," San Francisco Giants","1985 San Francisco Giants",1985,"SFG","SFG",962,162
"1541"," St. Louis Cardinals","1985 St. Louis Cardinals",1985,"STL","STL",853,162
"1542"," Texas Rangers","1985 Texas Rangers",1985,"TEX","TEX",819,161
"1543"," Toronto Blue Jays","1985 Toronto Blue Jays",1985,"TOR","TOR",807,161
"1544"," Montreal Expos","1985 Montreal Expos",1985,"MON","WSN",880,161
"1545"," California Angels","1986 California Angels",1986,"CAL","ANA",860,162
"1546"," Atlanta Braves","1986 Atlanta Braves",1986,"ATL","ATL",904,161
"1547"," Baltimore Orioles","1986 Baltimore Orioles",1986,"BAL","BAL",862,162
"1548"," Boston Red Sox","1986 Boston Red Sox",1986,"BOS","BOS",707,161
"1549"," Chicago Cubs","1986 Chicago Cubs",1986,"CHC","CHC",966,160
"1550"," Chicago White Sox","1986 Chicago White Sox",1986,"CHW","CHW",940,162
"1551"," Cincinnati Reds","1986 Cincinnati Reds",1986,"CIN","CIN",920,162
"1552"," Cleveland Indians","1986 Cleveland Indians",1986,"CLE","CLE",944,163
"1553"," Detroit Tigers","1986 Detroit Tigers",1986,"DET","DET",885,162
"1554"," Houston Astros","1986 Houston Astros",1986,"HOU","HOU",916,162
"1555"," Kansas City Royals","1986 Kansas City Royals",1986,"KCR","KCR",919,162
"1556"," Los Angeles Dodgers","1986 Los Angeles Dodgers",1986,"LAD","LAD",966,162
"1557"," Milwaukee Brewers","1986 Milwaukee Brewers",1986,"MIL","MIL",986,161
"1558"," Minnesota Twins","1986 Minnesota Twins",1986,"MIN","MIN",977,162
"1559"," New York Mets","1986 New York Mets",1986,"NYM","NYM",968,162
"1560"," New York Yankees","1986 New York Yankees",1986,"NYY","NYY",911,162
"1561"," Oakland Athletics","1986 Oakland Athletics",1986,"OAK","OAK",983,162
"1562"," Philadelphia Phillies","1986 Philadelphia Phillies",1986,"PHI","PHI",1154,161
"1563"," Pittsburgh Pirates","1986 Pittsburgh Pirates",1986,"PIT","PIT",929,162
"1564"," San Diego Padres","1986 San Diego Padres",1986,"SDP","SDP",917,162
"1565"," Seattle Mariners","1986 Seattle Mariners",1986,"SEA","SEA",1148,162
"1566"," San Francisco Giants","1986 San Francisco Giants",1986,"SFG","SFG",1087,162
"1567"," St. Louis Cardinals","1986 St. Louis Cardinals",1986,"STL","STL",905,161
"1568"," Texas Rangers","1986 Texas Rangers",1986,"TEX","TEX",1088,162
"1569"," Toronto Blue Jays","1986 Toronto Blue Jays",1986,"TOR","TOR",848,163
"1570"," Montreal Expos","1986 Montreal Expos",1986,"MON","WSN",1016,161
"1571"," California Angels","1987 California Angels",1987,"CAL","ANA",926,162
"1572"," Atlanta Braves","1987 Atlanta Braves",1987,"ATL","ATL",834,161
"1573"," Baltimore Orioles","1987 Baltimore Orioles",1987,"BAL","BAL",939,162
"1574"," Boston Red Sox","1987 Boston Red Sox",1987,"BOS","BOS",825,162
"1575"," Chicago Cubs","1987 Chicago Cubs",1987,"CHC","CHC",1064,161
"1576"," Chicago White Sox","1987 Chicago White Sox",1987,"CHW","CHW",971,162
"1577"," Cincinnati Reds","1987 Cincinnati Reds",1987,"CIN","CIN",928,162
"1578"," Cleveland Indians","1987 Cleveland Indians",1987,"CLE","CLE",977,162
"1579"," Detroit Tigers","1987 Detroit Tigers",1987,"DET","DET",913,162
"1580"," Houston Astros","1987 Houston Astros",1987,"HOU","HOU",936,162
"1581"," Kansas City Royals","1987 Kansas City Royals",1987,"KCR","KCR",1034,162
"1582"," Los Angeles Dodgers","1987 Los Angeles Dodgers",1987,"LAD","LAD",923,162
"1583"," Milwaukee Brewers","1987 Milwaukee Brewers",1987,"MIL","MIL",1040,162
"1584"," Minnesota Twins","1987 Minnesota Twins",1987,"MIN","MIN",898,162
"1585"," New York Mets","1987 New York Mets",1987,"NYM","NYM",1012,162
"1586"," New York Yankees","1987 New York Yankees",1987,"NYY","NYY",949,162
"1587"," Oakland Athletics","1987 Oakland Athletics",1987,"OAK","OAK",1056,162
"1588"," Philadelphia Phillies","1987 Philadelphia Phillies",1987,"PHI","PHI",1109,162
"1589"," Pittsburgh Pirates","1987 Pittsburgh Pirates",1987,"PIT","PIT",914,162
"1590"," San Diego Padres","1987 San Diego Padres",1987,"SDP","SDP",992,162
"1591"," Seattle Mariners","1987 Seattle Mariners",1987,"SEA","SEA",863,162
"1592"," San Francisco Giants","1987 San Francisco Giants",1987,"SFG","SFG",1094,162
"1593"," St. Louis Cardinals","1987 St. Louis Cardinals",1987,"STL","STL",933,162
"1594"," Texas Rangers","1987 Texas Rangers",1987,"TEX","TEX",1081,162
"1595"," Toronto Blue Jays","1987 Toronto Blue Jays",1987,"TOR","TOR",970,162
"1596"," Montreal Expos","1987 Montreal Expos",1987,"MON","WSN",918,162
"1597"," California Angels","1988 California Angels",1988,"CAL","ANA",819,162
"1598"," Atlanta Braves","1988 Atlanta Braves",1988,"ATL","ATL",848,160
"1599"," Baltimore Orioles","1988 Baltimore Orioles",1988,"BAL","BAL",869,161
"1600"," Boston Red Sox","1988 Boston Red Sox",1988,"BOS","BOS",728,162
"1601"," Chicago Cubs","1988 Chicago Cubs",1988,"CHC","CHC",910,163
"1602"," Chicago White Sox","1988 Chicago White Sox",1988,"CHW","CHW",908,161
"1603"," Cincinnati Reds","1988 Cincinnati Reds",1988,"CIN","CIN",922,161
"1604"," Cleveland Indians","1988 Cleveland Indians",1988,"CLE","CLE",866,162
"1605"," Detroit Tigers","1988 Detroit Tigers",1988,"DET","DET",841,162
"1606"," Houston Astros","1988 Houston Astros",1988,"HOU","HOU",840,162
"1607"," Kansas City Royals","1988 Kansas City Royals",1988,"KCR","KCR",944,161
"1608"," Los Angeles Dodgers","1988 Los Angeles Dodgers",1988,"LAD","LAD",947,162
"1609"," Milwaukee Brewers","1988 Milwaukee Brewers",1988,"MIL","MIL",911,162
"1610"," Minnesota Twins","1988 Minnesota Twins",1988,"MIN","MIN",832,162
"1611"," New York Mets","1988 New York Mets",1988,"NYM","NYM",842,160
"1612"," New York Yankees","1988 New York Yankees",1988,"NYY","NYY",935,161
"1613"," Oakland Athletics","1988 Oakland Athletics",1988,"OAK","OAK",926,162
"1614"," Philadelphia Phillies","1988 Philadelphia Phillies",1988,"PHI","PHI",981,162
"1615"," Pittsburgh Pirates","1988 Pittsburgh Pirates",1988,"PIT","PIT",947,160
"1616"," San Diego Padres","1988 San Diego Padres",1988,"SDP","SDP",892,161
"1617"," Seattle Mariners","1988 Seattle Mariners",1988,"SEA","SEA",787,161
"1618"," San Francisco Giants","1988 San Francisco Giants",1988,"SFG","SFG",1023,162
"1619"," St. Louis Cardinals","1988 St. Louis Cardinals",1988,"STL","STL",827,162
"1620"," Texas Rangers","1988 Texas Rangers",1988,"TEX","TEX",1022,161
"1621"," Toronto Blue Jays","1988 Toronto Blue Jays",1988,"TOR","TOR",935,162
"1622"," Montreal Expos","1988 Montreal Expos",1988,"MON","WSN",1053,163
"1623"," California Angels","1989 California Angels",1989,"CAL","ANA",1011,162
"1624"," Atlanta Braves","1989 Atlanta Braves",1989,"ATL","ATL",996,161
"1625"," Baltimore Orioles","1989 Baltimore Orioles",1989,"BAL","BAL",957,162
"1626"," Boston Red Sox","1989 Boston Red Sox",1989,"BOS","BOS",755,162
"1627"," Chicago Cubs","1989 Chicago Cubs",1989,"CHC","CHC",921,162
"1628"," Chicago White Sox","1989 Chicago White Sox",1989,"CHW","CHW",873,161
"1629"," Cincinnati Reds","1989 Cincinnati Reds",1989,"CIN","CIN",1028,162
"1630"," Cleveland Indians","1989 Cleveland Indians",1989,"CLE","CLE",934,162
"1631"," Detroit Tigers","1989 Detroit Tigers",1989,"DET","DET",899,162
"1632"," Houston Astros","1989 Houston Astros",1989,"HOU","HOU",860,162
"1633"," Kansas City Royals","1989 Kansas City Royals",1989,"KCR","KCR",897,162
"1634"," Los Angeles Dodgers","1989 Los Angeles Dodgers",1989,"LAD","LAD",885,160
"1635"," Milwaukee Brewers","1989 Milwaukee Brewers",1989,"MIL","MIL",791,162
"1636"," Minnesota Twins","1989 Minnesota Twins",1989,"MIN","MIN",743,162
"1637"," New York Mets","1989 New York Mets",1989,"NYM","NYM",934,162
"1638"," New York Yankees","1989 New York Yankees",1989,"NYY","NYY",831,161
"1639"," Oakland Athletics","1989 Oakland Athletics",1989,"OAK","OAK",855,162
"1640"," Philadelphia Phillies","1989 Philadelphia Phillies",1989,"PHI","PHI",926,163
"1641"," Pittsburgh Pirates","1989 Pittsburgh Pirates",1989,"PIT","PIT",914,164
"1642"," San Diego Padres","1989 San Diego Padres",1989,"SDP","SDP",1013,162
"1643"," Seattle Mariners","1989 Seattle Mariners",1989,"SEA","SEA",838,162
"1644"," San Francisco Giants","1989 San Francisco Giants",1989,"SFG","SFG",1071,162
"1645"," St. Louis Cardinals","1989 St. Louis Cardinals",1989,"STL","STL",848,164
"1646"," Texas Rangers","1989 Texas Rangers",1989,"TEX","TEX",989,162
"1647"," Toronto Blue Jays","1989 Toronto Blue Jays",1989,"TOR","TOR",923,162
"1648"," Montreal Expos","1989 Montreal Expos",1989,"MON","WSN",958,162
"1649"," California Angels","1990 California Angels",1990,"CAL","ANA",1000,162
"1650"," Atlanta Braves","1990 Atlanta Braves",1990,"ATL","ATL",1010,162
"1651"," Baltimore Orioles","1990 Baltimore Orioles",1990,"BAL","BAL",962,161
"1652"," Boston Red Sox","1990 Boston Red Sox",1990,"BOS","BOS",795,162
"1653"," Chicago Cubs","1990 Chicago Cubs",1990,"CHC","CHC",869,162
"1654"," Chicago White Sox","1990 Chicago White Sox",1990,"CHW","CHW",903,162
"1655"," Cincinnati Reds","1990 Cincinnati Reds",1990,"CIN","CIN",913,162
"1656"," Cleveland Indians","1990 Cleveland Indians",1990,"CLE","CLE",836,162
"1657"," Detroit Tigers","1990 Detroit Tigers",1990,"DET","DET",952,162
"1658"," Houston Astros","1990 Houston Astros",1990,"HOU","HOU",997,162
"1659"," Kansas City Royals","1990 Kansas City Royals",1990,"KCR","KCR",879,161
"1660"," Los Angeles Dodgers","1990 Los Angeles Dodgers",1990,"LAD","LAD",952,162
"1661"," Milwaukee Brewers","1990 Milwaukee Brewers",1990,"MIL","MIL",821,162
"1662"," Minnesota Twins","1990 Minnesota Twins",1990,"MIN","MIN",749,162
"1663"," New York Mets","1990 New York Mets",1990,"NYM","NYM",851,162
"1664"," New York Yankees","1990 New York Yankees",1990,"NYY","NYY",1027,162
"1665"," Oakland Athletics","1990 Oakland Athletics",1990,"OAK","OAK",992,162
"1666"," Philadelphia Phillies","1990 Philadelphia Phillies",1990,"PHI","PHI",915,162
"1667"," Pittsburgh Pirates","1990 Pittsburgh Pirates",1990,"PIT","PIT",914,162
"1668"," San Diego Padres","1990 San Diego Padres",1990,"SDP","SDP",902,162
"1669"," Seattle Mariners","1990 Seattle Mariners",1990,"SEA","SEA",749,162
"1670"," San Francisco Giants","1990 San Francisco Giants",1990,"SFG","SFG",973,162
"1671"," St. Louis Cardinals","1990 St. Louis Cardinals",1990,"STL","STL",844,162
"1672"," Texas Rangers","1990 Texas Rangers",1990,"TEX","TEX",1054,162
"1673"," Toronto Blue Jays","1990 Toronto Blue Jays",1990,"TOR","TOR",970,162
"1674"," Montreal Expos","1990 Montreal Expos",1990,"MON","WSN",1024,162
"1675"," California Angels","1991 California Angels",1991,"CAL","ANA",928,162
"1676"," Atlanta Braves","1991 Atlanta Braves",1991,"ATL","ATL",906,162
